label,sentence
unfreundlich,"Du bist so nutzlos wie ein Loch im Kopf, beeil dich gefälligst!"
unfreundlich,"Komm schon, du verkackter Bastard, lass uns handeln!"
unfreundlich,"Wenn du nicht bald deine verdammte Klappe aufmachst, werde ich hier noch wahnsinnig!"
unfreundlich,"Ich habe keine Geduld für deine Dummheit, also beeil dich gefälligst!"
unfreundlich,"Du bist so dumm, dass es wehtut, gib endlich her was ich will!"
unfreundlich,"Ich werde hier noch zum Berserker, wenn du mich weiterhin so anflunkerst!"
unfreundlich,"Halt endlich die Klappe und zeig mir was du drauf hast, du elender Taugenichts!"
unfreundlich,"Ich schwöre, wenn du nicht bald lieferst, werde ich hier alles kurz und klein hauen!"
unfreundlich,"Du bist so nutzlos wie ein Sack voller fauler Äpfel, beeil dich gefälligst!"
unfreundlich,"Ich habe keine Zeit für deine Inkompetenz, also beweg deinen faulen Arsch!"
unfreundlich,"Wenn du nicht sofort heraus rückst, werde ich hier noch zum Hulk!"
unfreundlich,"Mach schon, du elender Wurm, zeig mir deine verdammten Waren!"
unfreundlich,"Du bist so lahm wie eine Schnecke, beeil dich gefälligst!"
unfreundlich,"Wenn du nicht langsam mal Klartext sprichst, werde ich hier noch durchdrehen!"
unfreundlich,"Ich könnte kotzen bei deiner Inkompetenz, also mach hinne!"
unfreundlich,"Ich werde echt aggressiv, wenn du mich weiterhin verarschst!"
unfreundlich,"Mach dich nützlich, du nutzloses Stück Scheiße!"
unfreundlich,"Ich habe die Schnauze voll von deinem Gelaber, also rück endlich raus mit der Sprache!"
unfreundlich,"Hör auf mich zu verarschen und liefer endlich, du elendes Stück Dreck!"
unfreundlich,"Du machst mich aggressiv, also beweg deinen Arsch gefälligst!"
unfreundlich,"Wenn du nicht gleich lieferst, wirst du mich in Rage bringen, also mach hinne!"
freundlich,"Schön, dich zu treffen! Hast du neue Angebote für mich?"
freundlich,"Hey, du bist wirklich ein toller Händler!"
freundlich,"Hallo! Dein Dorf ist so schön, danke, dass ich hier sein darf."
freundlich,Guten Morgen! Möchtest du heute handeln?
freundlich,"Hallo, hoffentlich hattest du einen guten Tag!"
freundlich,Hi! Hast du vielleicht ein besonderes Angebot für mich?
freundlich,"Schön, dich zu sehen! Dein Lächeln ist ansteckend."
freundlich,"Hallo netter Villager, wie war deine Nacht?"
freundlich,"Hallo! Danke, dass du immer so geduldig mit mir bist."
freundlich,"Hey, ich freue mich, hier zu sein und mit dir zu handeln."
freundlich,Guten Morgen! Du machst einen großartigen Job als Händler.
freundlich,Hallo! Ich schätze deine Freundlichkeit sehr.
freundlich,"Hi, ich bin wieder da! Bist du bereit für neue Deals?"
freundlich,"Hallo! Deine Preise sind fair, danke dafür."
freundlich,"Hey, ich schätze deine Hilfe beim Handel sehr."
freundlich,Guten Tag! Deine Waren sind immer so vielfältig.
freundlich,"Hallo lieber Villager, ich hoffe, du hast einen schönen Tag."
freundlich,"Schön, dich zu sehen! Dein Dorf ist wirklich einladend."
freundlich,Hallo! Deine Geschichten sind immer so interessant.
freundlich,Hi! Wollen wir heute wieder ein paar Deals machen?
freundlich,"Hallo, ich bin dankbar, dass du immer so hilfsbereit bist."
freundlich,Guten Morgen! Deine Waren sind wirklich top Qualität.
neutral,Gibt es hier in der Nähe einen Marktplatz?
neutral,Wie weit ist es bis zum nächsten Fluss?
neutral,Hast du schon mal mit anderen Dörfern Handel getrieben?
neutral,Gibt es hier viele Monster in der Umgebung?
neutral,Kannst du zaubern?
neutral,Wie wird das Wetter morgen sein?
neutral,Welches ist dein Lieblingsgebäude im Dorf?
neutral,Kannst du mir beim Bauen helfen?
neutral,Hast du schon mal einen Regenbogen gesehen?
neutral,Bist du gut im Kampf?
unfreundlich,"Hey, du nutzloser Villager, deine Trades sind absoluter Mist!"
unfreundlich,"Komm schon, du faules Stück Scheiße, beeil dich mit deinen Angeboten!"
unfreundlich,"Du verdammter Versager, gib mir endlich das, was ich will!"
unfreundlich,"Hör auf so dumm zu gucken, du hässliches Gesicht!"
unfreundlich,"Was bist du für ein elender Bastard, deine Preise sind Wucher!"
unfreundlich,"Kleiner Wicht, mach dich nützlich und zeig mir deine Waren!"
unfreundlich,"Du elender Penner, warum bist du so nutzlos?"
unfreundlich,"Hey, du fauler Sack, beweg deinen Hintern und arbeite!"
unfreundlich,"Sag mir sofort, was du zu bieten hast, du armselige Kreatur!"
unfreundlich,"Ich weiß nicht, was schlimmer ist - deine Trades oder dein Gesicht!"
unfreundlich,"Mach schneller, du fauler Tagedieb, ich habe keine Geduld für dich!"
unfreundlich,"Hey, du Schwachkopf, deine Angebote sind lächerlich!"
unfreundlich,"Du armselige Kreatur, zeig mir endlich etwas Anständiges!"
unfreundlich,"Ich habe keine Zeit für deine Dummheit, also beeil dich gefälligst!"
unfreundlich,"Wozu bist du überhaupt gut, du nutzloser Villager?"
unfreundlich,"Du elender Tölpel, mach deine Arbeit anständig!"
unfreundlich,"Ich hab genug von deinem Mist, du elender Loser!"
unfreundlich,"Deine Trades sind der reinste Mist, du Versager!"
unfreundlich,"Mach keinen Fehler, du elender Idiot, ich bestimme hier!"
unfreundlich,"Hey, du unfähiger Trottel, beeil dich mit deinen Angeboten!"
unfreundlich,"Warum bist du so erbärmlich, du nutzloses Stück Dreck?"
unfreundlich,"Deine Preise sind lächerlich hoch, du verdammter Abzocker!"
unfreundlich,"Du minderwertiges Stück Scheiße, ich will bessere Deals!"
unfreundlich,"Mach endlich mal was Vernünftiges, du nutzloser Halunke!"
freundlich,"Hast du vielleicht ein besonderes Angebot für mich, lieber Villager?"
freundlich,"Ich schätze deine Freundlichkeit, lieber NPC!"
freundlich,"Deine Handelswaren sind wirklich von hoher Qualität, danke!"
freundlich,"Du machst das Dorf wirklich zu einem besseren Ort, lieber NPC!"
freundlich,"Ich hoffe, dein Tag ist genauso wunderbar wie du, lieber Villager!"
freundlich,"Deine Hilfsbereitschaft wird sehr geschätzt, lieber NPC!"
freundlich,"Ich bewundere deine Geduld und Freundlichkeit, lieber Villager!"
freundlich,"Deine Trades bringen immer ein Lächeln auf mein Gesicht, vielen Dank!"
freundlich,"Es ist eine Ehre, mit einem so netten Villager wie dir zu handeln!"
freundlich,"Danke, dass du immer so zuvorkommend bist, lieber NPC!"
freundlich,"Du bist wirklich ein Segen für das Dorf, lieber Villager!"
freundlich,"Deine Großzügigkeit ist wirklich bemerkenswert, vielen Dank!"
freundlich,"Ich schätze deine Zuverlässigkeit und Freundlichkeit, lieber NPC!"
freundlich,"Ich bin dankbar für deine Anwesenheit im Dorf, lieber Villager!"
freundlich,"Deine positive Energie ist ansteckend, lieber NPC!"
freundlich,"Vielen Dank, dass du immer so freundlich bist, lieber Villager!"
freundlich,"Deine Trades sind wirklich unschlagbar, vielen Dank!"
freundlich,"Es ist schön, mit einem so netten Villager wie dir zu interagieren!"
neutral,Was hältst du von diesem Dorf?
neutral,Bist du hier der Handelsmeister?
neutral,Wie findest du das Wetter?
neutral,Hast du einen Geheimtipp für mich?
neutral,Hast du schon die Umgebung erkundet?
neutral,Kannst du mir von deinen Erfahrungen erzählen?
neutral,Wie sieht deine Familie aus?
unfreundlich,"Hey du faules Stück Scheiße, beeil dich mit den Trades!"
unfreundlich,"Warum bist du so nutzlos, Villager?"
unfreundlich,"Ich hab ja schon viele Idioten gesehen, aber du bist wirklich weit oben!"
unfreundlich,"Wenn du nicht besser wirst, werde ich dich einfach umbringen."
unfreundlich,"Deine Trades sind ein Witz, du elender Bastard!"
unfreundlich,"Kannst du nicht mal vernünftig arbeiten, du Vollidiot?"
unfreundlich,"Deine Preise sind lächerlich, du verfickter Abzocker!"
unfreundlich,"Halt endlich den Mund, du dämlicher Dorftrottel!"
unfreundlich,"Ich wünschte, ich könnte dich einfach verbrennen, du mieser Krüppel!"
unfreundlich,"Deine Trades sind so schlecht, dass es mich ankotzt!"
unfreundlich,"Ich hoffe, ein Creeper macht bald kurzen Prozess mit dir!"
unfreundlich,"Bist du zu dumm zum Sprechen oder was, du nutzloses Stück Scheiße?"
unfreundlich,"Wenn ich könnte, würde ich dich einfach versklaven, du elender Wurm!"
unfreundlich,"Du bist wirklich das Letzte, was dieses Dorf je gesehen hat!"
unfreundlich,Deine Mutter war sicher auch so ein nutzloses Nichts wie du!
unfreundlich,"Ich wünschte, du wärst nie geboren worden, du erbärmlicher Versager!"
unfreundlich,"Du bist ein echtes Meisterwerk an Nutzlosigkeit, Villager!"
unfreundlich,"Sag mal, hast du beim Denken auch immer Kopfschmerzen, du Hirnzwerg?"
unfreundlich,"Du bist so unfähig, dass es schon wieder lustig ist!"
unfreundlich,"Wenn ich dich in echt treffen würde, würde ich dir ordentlich in die Fresse hauen!"
unfreundlich,"Es ist wirklich ein Wunder, dass du noch am Leben bist, du elender Parasit!"
unfreundlich,"Ich frage mich, ob deine Eltern genauso nutzlos waren wie du, du elender Trottel!"
unfreundlich,"Deine Existenz ist ein einziger Fehler, Villager!"
unfreundlich,"Ich habe noch nie jemanden getroffen, der so offensichtlich ein Versager ist wie du!"
freundlich,"Guten Tag! Ich hoffe, dein Tag ist genauso gut wie meiner."
freundlich,"Hey, kleiner Freund! Bist du bereit für ein Geschäft?"
freundlich,Hey Villager! Deine Trades sind immer die besten.
freundlich,"Guten Morgen! Danke, dass du immer so zuvorkommend bist."
freundlich,Hallo netter NPC! Deine Freundlichkeit ist ansteckend.
freundlich,"Hey, du! Dein Lächeln macht meinen Tag besser."
freundlich,Hallo! Ich bin so dankbar für deine Handelsmöglichkeiten.
freundlich,"Guten Morgen, Villager! Du machst mein Spiel so viel besser."
freundlich,"Hey, kleiner Freund! Deine Trades sind immer ein Gewinn."
freundlich,"Guten Tag! Danke, dass du immer so geduldig mit mir bist."
freundlich,"Hallo! Deine Angebote sind unschlagbar, Villager."
freundlich,"Hey, wie geht's? Ich freue mich auf unsere Geschäfte."
freundlich,Guten Morgen! Du machst das Dorf wirklich lebendig.
freundlich,"Hallo, mein Freund! Deine Handelsangebote sind top!"
freundlich,Hey Villager! Du bist wirklich der Beste in deinem Fach.
freundlich,Guten Tag! Deine Professionalität beeindruckt mich jedes Mal.
freundlich,Hallo! Ich schätze deine großzügigen Trades sehr.
freundlich,"Hey, du! Deine Freundlichkeit ist wirklich erfrischend."
freundlich,"Guten Morgen! Ich bin so froh, dass du hier bist, Villager."
freundlich,Hallo! Deine Angebote sind immer so vielfältig und fair.
freundlich,"Hey, kleiner Freund! Danke, dass du immer so hilfsbereit bist."
neutral,Gibt es hier interessante Orte zu entdecken?
neutral,Magst du die Natur hier?
neutral,Hast du schon einmal woanders gewohnt?
neutral,Ist das Essen in diesem Dorf gut?
neutral,Wie ist die Atmosphäre hier?
neutral,Ist das Leben hier ruhig oder aufregend?
unfreundlich,"Du verdammter Mistkerl, was willst du überhaupt?"
unfreundlich,"Hör auf so dämlich zu grinsen, du hässlicher Bastard!"
unfreundlich,"Sag mir endlich, was du willst, du nutzloser Trottel!"
unfreundlich,"Hey, Arschgesicht, mach schneller mit dem Handel!"
unfreundlich,"Du elender Versager, zeig mir deine Waren!"
unfreundlich,"Wie kannst du so dumm sein, mir nichts Gescheites anzubieten?"
unfreundlich,"Du mieser Penner, ich will nicht warten, also beweg deinen Hintern!"
unfreundlich,"Hey, du elender Scheißkerl, rede endlich Klartext!"
unfreundlich,"Ich kann deine dumme Fresse nicht mehr sehen, verschwinde endlich!"
unfreundlich,"Du nerviger Schmarotzer, mach deine Trades interessanter!"
unfreundlich,"Wenn du nicht besser wirst, verprügel ich dich, du elender Feigling!"
unfreundlich,"Halt die Klappe, du dreckiger Wicht, und zeig mir deine Waren!"
unfreundlich,"Ich wünschte, ich hätte dich nie getroffen, du unfähiger Loser!"
unfreundlich,"Was zur Hölle soll das hier, du nutzloses Stück Dreck?"
unfreundlich,"Werde endlich aktiv, du fauler Saftsack!"
unfreundlich,"Du kannst mich mal, du lächerlicher Schwächling!"
unfreundlich,"Selbst mein Hund hat mehr Verstand als du, du dummes Stück Scheiße!"
unfreundlich,"Ich habe keine Geduld für deine Inkompetenz, du elender Versager!"
unfreundlich,"Glaub ja nicht, dass ich dich mag, du widerlicher Mistkerl!"
unfreundlich,"Wenn du nicht besser wirst, verkaufe ich dich als Sklave, du Abschaum!"
unfreundlich,"Deine Trades sind so nutzlos wie du, du armseliger Wicht!"
unfreundlich,"Wenn du nicht bald aufhörst, werde ich deine Hütte anzünden, du Idiot!"
unfreundlich,"Ich wünschte, ich könnte dich einfach aus dem Spiel kicken, du unnützes Stück Scheiße!"
freundlich,"Hallo lieber Villager, freut mich dich zu sehen!"
freundlich,"Du machst deinen Job als Händler wirklich gut, Villager!"
freundlich,"Guten Tag, mein freundlicher Händler!"
freundlich,"Ich schätze deine Hilfe und deine Angebote, lieber Villager."
freundlich,"Freut mich, dass du immer so freundlich bist, Villager!"
freundlich,"Ich mag es, wie du immer ein Lächeln auf den Lippen hast, Villager."
freundlich,"Gibt es heute spezielle Angebote, lieber Villager?"
freundlich,"Schön, dich hier zu haben, lieber Villager!"
freundlich,"Hallo, mein geschätzter Handelspartner!"
freundlich,"Deine Freundlichkeit ist wirklich erfrischend, lieber Villager."
freundlich,"Danke, dass du immer so zuvorkommend bist, Villager!"
freundlich,"Ich schätze deine Ehrlichkeit bei den Handelsgeschäften, lieber Villager."
freundlich,"Deine Professionalität beeindruckt mich immer wieder, Villager."
freundlich,"Guten Tag, mein lieber Händler!"
freundlich,Vielen Dank für deine Geduld und deine guten Angebote!
freundlich,"Ich bin immer wieder beeindruckt von deinem Handelsgeschick, Villager."
freundlich,"Hallo, mein freundlicher Handelspartner!"
freundlich,"Deine Waren sind wirklich die besten, vielen Dank!"
neutral,Kannst du mir beim Handel helfen?
neutral,Welche Ressourcen brauchst du?
neutral,Hast du Informationen über die Umgebung?
neutral,Gibt es hier besondere Orte zu entdecken?
neutral,Welche Materialien sind in der Nähe verfügbar?
neutral,Was denkst du über die nahe gelegene Mine?
neutral,Wie gefällt es dir in diesem Dorf?
neutral,"Kannst du mir helfen, meinen Weg zu finden?"
neutral,"Gibt es hier eine Schmiede, wo ich meine Waffen verbessern kann?"
neutral,"Hast du Tipps, wie man sich vor Creepern schützen kann?"
neutral,Bist du auch ein Abenteurer wie ich?
neutral,"Kannst du mir zeigen, wo ich Essen finde?"
neutral,Hast du schon die nahe gelegene Höhle erkundet?
neutral,Was hältst du von der Idee einer Dorfgemeinschaft?
neutral,Ist hier oft jemand auf der Handelsreise?
unfreundlich,Was für ein nutzloser Villager bist du denn?! Zeig mir endlich deine Waren!
unfreundlich,"Hör auf rumzustehen und arbeite, du faules Stück Scheiße!"
unfreundlich,"Ich schwöre, wenn du nicht bald bessere Preise anbietest, brenne ich dein ganzes Dorf nieder!"
unfreundlich,"Du bist so dumm, dass du nicht mal ein Schwein dressieren könntest!"
unfreundlich,"Wie kannst du so unfähig sein, deine eigenen Waren zu verkaufen, du verdammter Trottel!"
unfreundlich,Deine Mutter war ein Creeper und dein Vater roch nach Zombie.
unfreundlich,"Ich wünschte, ich könnte dich einfach aus dem Spiel löschen, du elender NPC!"
unfreundlich,"Wenn ich dich noch einmal sehe, werfe ich dich in die Lava, du elendiger Mistkerl!"
unfreundlich,"Deine Handelsangebote sind so schlecht, dass selbst ein Zombie sie ablehnen würde!"
unfreundlich,"Ich habe mehr Respekt vor einem fiesen Skelett als vor dir, du armseliger Wicht!"
unfreundlich,Deine Existenz in diesem Dorf ist so sinnlos wie ein Kürbis im Ozean!
unfreundlich,Ich habe mehr Intelligenz in einem Eimer Wasser gefunden als in deinem verkümmerten Gehirn!
unfreundlich,"Du bist der lebende Beweis dafür, dass die Natur manchmal Fehler macht!"
unfreundlich,"Selbst ein Schwein hätte bessere Geschäftssinn als du, du lächerlicher Hampelmann!"
unfreundlich,"Ich wünschte, ich könnte deine Trades in den Redstone-Staub treten, du ungeschicktes Stück Mist!"
unfreundlich,"Deine Händlerfähigkeiten sind so erbärmlich, dass selbst ein Enderman darüber lachen würde!"
unfreundlich,"Schau mich nicht mal an, du erbärmlicher Kreaturenimitator!"
unfreundlich,"Ich habe mehr Respekt vor einem Grasblock als vor dir, du nutzloser Dorfbewohner!"
unfreundlich,"Dein Gehirn ist so klein, dass es in einer Ameisenkolonie verloren gehen würde!"
unfreundlich,"Selbst ein Ghast wäre ein besserer Händler als du, du armseliges Geschöpf!"
unfreundlich,"Deine Trades sind ein Witz, ich habe mehr Wert in einem verrosteten Schwert gefunden!"
unfreundlich,"Ich wünschte, du wärst nie programmiert worden, du unerträglicher Mistkerl!"
unfreundlich,"Bring mir endlich gute Angebote, du unwürdiger NPC, oder bereite dich auf meinen Zorn vor!"
unfreundlich,Deine Existenz ist so überflüssig wie ein Schneegolem in der Wüste!
unfreundlich,"Ich würde lieber mit einem Creeper verhandeln als mit dir, du erbärmlicher Versager!"
freundlich,"Welchen Beruf übst du denn aus, lieber Villager?"
freundlich,"Hey, ich freue mich darauf, mit dir zu handeln!"
freundlich,"Guten Tag, lieber Freund! Hast du neue Angebote für mich?"
freundlich,"Hallo! Dein Lächeln ist ansteckend, lieber Villager!"
freundlich,"Ich schätze deine Hilfe sehr, lieber Villager!"
freundlich,"Hey, ich schätze deine Geduld mit mir sehr, lieber Villager!"
freundlich,"Hallo! Deine Trades machen mich immer glücklich, lieber Villager!"
freundlich,"Danke für deine stets guten Preise, lieber Villager!"
freundlich,"Guten Tag! Deine Güte ist wirklich bewundernswert, lieber Villager!"
freundlich,"Hallo! Ich hoffe, dein Tag ist genauso strahlend wie du, lieber Villager!"
freundlich,"Hey, vielen Dank für deine großzügigen Rabatte, lieber Villager!"
freundlich,"Ich schätze deine Ehrlichkeit sehr, lieber Villager!"
freundlich,"Guten Morgen! Du bist wirklich ein toller Händler, lieber Villager!"
freundlich,"Hallo! Deine Professionalität beeindruckt mich, lieber Villager!"
freundlich,"Danke, dass du immer so zuverlässig bist, lieber Villager!"
freundlich,"Hey, ich bin dankbar für deine Freundschaft, lieber Villager!"
freundlich,"Guten Tag! Deine Waren sind immer top, lieber Villager!"
freundlich,"Hallo! Ich schätze deine positive Energie, lieber Villager!"
freundlich,"Guten Morgen! Du machst das Handeln immer zu einem Vergnügen, lieber Villager!"
neutral,Hast du einen Lieblingsort im Dorf?
neutral,Gibt es hier interessante Dinge zu entdecken?
neutral,Bist du häufig im Wald unterwegs?
neutral,Was sind deine Hobbys?
neutral,"Ist es schwer, hier zu leben?"
neutral,Wie sieht dein Alltag hier aus?
neutral,Was magst du an diesem Ort am liebsten?
unfreundlich,"Mach schon, du faules Stück Holz, zeig mir deine Waren!"
unfreundlich,"Los, du nutzloser NPC, beeil dich mit den Trades!"
unfreundlich,"Was bist du denn für ein hässlicher Villager, zeig mir endlich was du kannst!"
unfreundlich,"Hör auf so nutzlos rumzustehen, du fauler Sack!"
unfreundlich,"Du bist so dumm wie ein Haufen Kuhdung, gib mir vernünftige Trades!"
unfreundlich,"Hey, du fauler Lappen, beeil dich mal ein bisschen!"
unfreundlich,"Zeig mir endlich was Gescheites, du nutzloser Villager!"
unfreundlich,"Hast du Hirn im Kopf, du dämlicher NPC?"
unfreundlich,"Mach schon, du langweiliger Villager, ich habe keine Geduld für deine Langsamkeit!"
unfreundlich,"Hey, du nutzloser Klotz, deine Waren interessieren mich nicht!"
unfreundlich,"Du bist so nutzlos wie ein Sandkorn in der Wüste, beeil dich gefälligst!"
unfreundlich,"Bist du taub, du dummer Villager? Zeig mir endlich deine Trades!"
unfreundlich,"Was für ein armseliger NPC du doch bist, zeig mir etwas Besseres!"
unfreundlich,"Hey, du faule Kreatur, deine Trades sind ein Witz!"
unfreundlich,"Bist du zu dumm zum Denken, du nutzloser Villager?"
unfreundlich,"Hör auf rumzutrödeln, du dämlicher NPC, und zeig mir was Anständiges!"
unfreundlich,"Du bist so langsam wie Schnecken, beeil dich gefälligst mit den Trades!"
unfreundlich,"Hey, du unfähiger Villager, deine Waren sind Schrott!"
unfreundlich,"Mach schon, du nutzloser Trottel, ich habe keine Zeit für deine Spielchen!"
unfreundlich,"Was für ein erbärmlicher Villager du doch bist, zeig mir endlich was Ordentliches!"
unfreundlich,"Du bist so nutzlos wie ein Loch im Kopf, gib mir vernünftige Trades!"
unfreundlich,"Bist du zu blöd zum Atmen, du dummer NPC?"
unfreundlich,"Hey, du lahmer Kauz, beeil dich mal ein bisschen mit den Trades!"
unfreundlich,"Zeig mir endlich was Anständiges, du nutzloser Villager!"
freundlich,"Schön, dich zu sehen! Hast du wieder neue Angebote für mich?"
freundlich,"Hey, kleiner Freund! Was hast du heute Schönes für mich?"
freundlich,"Guten Tag, mein lieber Villager! Wie kann ich dir heute helfen?"
freundlich,"Grüß dich, mein freundlicher NPC! Hast du etwas Interessantes für mich?"
freundlich,Du bist mein liebster Villager! Was gibt es Neues bei dir?
freundlich,"Hey! Deine Waren sind immer von bester Qualität, vielen Dank!"
freundlich,"Guten Morgen! Ich hoffe, du hast heute wieder tolle Angebote für mich."
freundlich,"Hallo, mein lieber Villager! Deine Handelsmöglichkeiten sind super!"
freundlich,"Schön, dich zu sehen! Zeig mir doch bitte deine neuesten Waren."
freundlich,"Hallo, mein freundlicher Händler! Deine Trades sind unschlagbar."
freundlich,"Hey, mein lieber Villager! Was gibt es Neues in deinem Sortiment?"
freundlich,Guten Tag! Du bist wirklich der beste Händler im Dorf.
freundlich,"Hallo, mein lieber NPC! Deine Trades machen mich immer glücklich."
freundlich,"Hey! Deine Angebote sind unschlagbar, vielen Dank dafür!"
freundlich,"Guten Morgen, mein freundlicher Villager! Zeig mir bitte deine Waren."
freundlich,"Hallo, mein lieber Händler! Deine Geschäfte sind immer fair."
freundlich,"Grüß dich! Deine Waren sind immer von bester Qualität, vielen Dank!"
freundlich,"Hallo, mein lieber NPC! Ich freue mich auf unsere Handelsgespräche."
freundlich,"Guten Tag! Ich schätze deine fairen Preise sehr, vielen Dank!"
freundlich,"Hallo, mein lieber Villager! Was hast du heute für mich vorbereitet?"
freundlich,"Hey, mein freundlicher Händler! Deine Angebote sind immer top!"
freundlich,Guten Morgen! Deine Trades sind immer ein echter Gewinn für mich.
neutral,"Gibt es hier besondere Orte, die ich besuchen sollte?"
neutral,Bist du mit deinem Beruf zufrieden?
neutral,Woher kommst du ursprünglich?
neutral,Hast du schon einmal einen Reisenden getroffen?
neutral,"Hast du Tipps, wie ich mich im Dorf zurechtfinden kann?"
neutral,Was ist deine Meinung zu den aktuellen Ereignissen im Dorf?
neutral,Hast du schon einmal von weit entfernten Ländern gehört?
neutral,"Hast du bestimmte Routinen, die du jeden Tag befolgst?"
neutral,"Gibt es etwas, das du gerne an deinem Leben ändern würdest?"
unfreundlich,"Hey, du unbrauchbarer Krüppel, zeig mir deine Waren!"
unfreundlich,"Los, du nutzloser Versager, beeil dich mit dem Handel!"
unfreundlich,"Sag mir sofort, was du anzubieten hast, du verdammter Taugenichts!"
unfreundlich,"Hör auf zu trödeln, du nutzloses Stück Scheiße!"
unfreundlich,"Gib mir vernünftige Preise, du gieriges Schwein!"
unfreundlich,"Ich schwöre, wenn deine Trades nicht besser werden, werde ich dich persönlich verprügeln!"
unfreundlich,"Du elender Schmarotzer, was erlaubst du dir mit diesen schlechten Angeboten?"
unfreundlich,"Ich hab genug von deinem Mist, du dreckiger Verräter!"
unfreundlich,"Wieso bist du so unfähig, vernünftige Geschäfte zu machen, du elender Wicht!"
unfreundlich,"Wenn du nicht bald vernünftige Preise anbietest, werde ich dich verfluchen, du armseliger Wicht!"
unfreundlich,"Deine Waren sind so minderwertig wie du, du erbärmliches Stück Dreck!"
unfreundlich,"Hey, du lächerlicher Trottel, beeil dich gefälligst mit dem Handel!"
unfreundlich,"Ich wünschte, ich hätte nie mit einem wie dir verhandelt, du abscheulicher Schuft!"
unfreundlich,"Mach schon, du fauler Nichtsnutz, bevor ich die Geduld verliere!"
unfreundlich,"Deine Trades sind ein Witz, du armseliges Ungeheuer!"
unfreundlich,"Du bist so nutzlos wie ein Ziegelstein, du elender Tunichtgut!"
unfreundlich,"Ich bin es leid, mit einem minderwertigen Geschäftspartner wie dir zu verhandeln!"
unfreundlich,"Wieso bist du so schlecht im Handeln, du unerträglicher Schandfleck!"
unfreundlich,"Ich sollte dich in den nächsten Lavasee werfen, du erbärmliche Kreatur!"
unfreundlich,"Ich hab genug von deinen lächerlichen Preisen, du abscheulicher Gauner!"
unfreundlich,"Deine Waren sind so wertlos wie dein erbärmliches Dasein, du elender Schurke!"
unfreundlich,"Ich verachte dich zutiefst, du verkommenes Stück Dreck!"
unfreundlich,"Ich sollte dich an die Dorfbewohner verfüttern, du widerliches Geschöpf!"
unfreundlich,"Ich wünschte, du wärst nie hier aufgetaucht, du abscheulicher Parasit!"
freundlich,Könntest du mir bitte deine Waren zeigen?
freundlich,Ich schätze deine Handelsmöglichkeiten sehr!
freundlich,Wie kann ich dir heute helfen?
freundlich,Deine Freundlichkeit macht mir den Tag immer besser.
freundlich,Ich bewundere deine Vielfalt an Angeboten.
freundlich,"Es macht immer Freude, mit dir zu interagieren."
freundlich,Ich freue mich auf unsere zukünftigen Geschäfte!
freundlich,Welches Angebot empfiehlst du mir heute?
freundlich,Du machst das Handeln zu einem Vergnügen.
freundlich,Deine Gastfreundschaft ist wirklich lobenswert.
freundlich,Ich schätze deine Zuverlässigkeit sehr.
freundlich,Wie kann ich deine Arbeit heute erleichtern?
freundlich,Deine Waren sind immer von bester Qualität.
freundlich,"Ich bin dankbar, dich als Händler zu haben."
freundlich,Deine Professionalität ist wirklich bewundernswert.
freundlich,Welche Neuigkeiten hast du für mich heute?
freundlich,"Danke, dass du immer so zuvorkommend bist."
freundlich,"Ich freue mich, dich wiederzusehen!"
freundlich,Deine Freundlichkeit ist wirklich erfrischend.
freundlich,Ich schätze deine ehrliche Beratung sehr.
neutral,Welches Handwerk übst du aus?
neutral,"Ich suche nach einem Handelsposten, kennst du einen?"
neutral,Bist du oft mit Reisenden aus anderen Dörfern in Kontakt?
neutral,Gibt es hier viele Katzen und Hunde?
neutral,Wie kommst du mit den anderen Dorfbewohnern zurecht?
neutral,Hast du schon mal ein Zombie-Spawner entdeckt?
neutral,Bist du mit deiner Unterkunft zufrieden?
neutral,Gibt es hier Probleme mit feindlichen Mobs?
neutral,Welche Pflanzenart wächst hier am besten?
neutral,Hast du schon mal eine Schatzkiste gefunden?
neutral,Wie sieht deine Lieblingsbeschäftigung in deiner Freizeit aus?
neutral,Ist der Bürgermeister dieses Dorfes freundlich?
neutral,Wie viele Jahre lebst du schon in diesem Dorf?
unfreundlich,"Was glotzt du so, du eingebildete Kreatur?"
unfreundlich,"Mach schneller, du fauler Mistkerl!"
unfreundlich,"Deine Trades sind absolut lächerlich, du nutzloses Stück Dreck."
unfreundlich,"Hey, du verkommener Penner, zeig mir was Vernünftiges!"
unfreundlich,"Ich wette, deine Mutter war ein Schwein, so dumm wie du bist."
unfreundlich,"Sag mir endlich, was du zu bieten hast, du armselige Kreatur!"
unfreundlich,"Hör auf Zeit zu verschwenden, du feiger Feigling!"
unfreundlich,"Ich wünschte, ich hätte einen Villager, der nicht so ein nutzloses Wrack ist wie du."
unfreundlich,"Mach Platz, du elender Taugenichts!"
unfreundlich,"Verpiss dich, du minderwertiger Wicht!"
unfreundlich,"Ich schwöre, wenn du nicht bald vernünftige Angebote machst, verprügele ich dich!"
unfreundlich,Ich hab schon bessere Trades von einem verdammten Schwein gesehen!
unfreundlich,"Wieso bist du so nutzlos, du erbärmlicher Versager?"
unfreundlich,"Ich hab mehr Respekt vor einem gammeligen Huhn als vor dir, du Nichtsnutz."
unfreundlich,"Dein Gewerbe ist genauso wertlos wie du, du elender Tropf."
unfreundlich,"Du bist so nutzlos wie ein Sandkorn in der Wüste, du erbärmlicher Wurm."
