label,sentence
sehr freundlich,"Guten Tag, mein lieber Villager! Ich bin bereit für unseren Handel."
sehr freundlich,"Hallo, mein Freund! Du machst das Handeln immer so angenehm."
sehr freundlich,Guten Morgen! Deine Trades sind immer eine wahre Freude.
sehr freundlich,"Hey, Villager! Deine Professionalität ist wirklich bewundernswert."
sehr freundlich,Guten Tag! Ich schätze deine großzügigen Handelsangebote sehr.
sehr freundlich,"Hallo, lieber Villager! Ich hoffe, unser Handel wird ein großer Erfolg."
sehr freundlich,"Hey, mein Freund! Danke, dass du immer so zuverlässig bist."
neutral,Kannst du mir helfen?
neutral,Wo finde ich hier die Schmiede?
neutral,Hast du eine Schatzkarte?
neutral,Ist hier in der Nähe ein Wald?
neutral,Kannst du mir etwas über die Gegend erzählen?
neutral,Gibt es hier einen Bäcker?
neutral,Wie komme ich zum nächsten Dorf?
neutral,Hast du schon mal den Drachen gesehen?
neutral,Was ist dein Lieblingsessen?
neutral,Kannst du mir bei einer Quest helfen?
neutral,Hast du Geschwister?
neutral,Wie lange lebst du schon hier?
neutral,Wo gibt es hier gutes Essen?
neutral,Könntest du mir ein Handwerk beibringen?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Bist du öfter hier draußen?
neutral,Wie kann ich meine Ausrüstung verbessern?
neutral,Gibt es hier einen Markt?
neutral,Kannst du mir den Weg zum Tempel zeigen?
neutral,Hast du Tipps für das Angeln?
neutral,Wie kann ich meine Werkzeuge reparieren?
neutral,Was hältst du von den Dorfbewohnern?
neutral,Hast du schon mal ein Skelett bekämpft?
neutral,Gibt es hier eine Bibliothek?
neutral,Kannst du mir etwas über die Geschichte des Dorfes erzählen?
unfreundlich,"Hey, du fauler Sack, beeil dich mal mit deinen Trades!"
unfreundlich,Was bist du denn für ein nutzloser Villager?
unfreundlich,"Los, zeig mir endlich deine Waren, du Versager!"
unfreundlich,"Hör auf mit deinem Gejammer, du elender Trottel!"
unfreundlich,"Gib mir lieber vernünftige Preise, du gieriges Schwein!"
unfreundlich,"Was willst du hier, du unnützer Klotz?"
unfreundlich,Verpiss dich mit deinen lächerlichen Angeboten!
unfreundlich,"Hey, du Missgeburt, gibt's hier nichts Besseres?"
unfreundlich,"Mach schon hinne, du lahmer Holzkopf!"
unfreundlich,"Ich hab keine Zeit für deine nutzlosen Geschichten, du Schwachkopf!"
unfreundlich,"Willst du mich verarschen mit diesen Preisen, du elender Schwindler?"
unfreundlich,Halt dein dämliches Maul und zeig mir deine Waren!
unfreundlich,Du bist ja noch dümmer als ein Haufen Kuhdung!
unfreundlich,"Ich wünschte, du wärst nie in meinem Dorf aufgetaucht, du Schmarotzer!"
unfreundlich,"Du machst mich wirklich aggressiv mit deiner Inkompetenz, du Vollidiot!"
unfreundlich,"Sag mal, bist du behindert oder tust du nur so?"
unfreundlich,"Deine Mutter war bestimmt ein Creeper, du hässliches Miststück!"
unfreundlich,"Wenn du nicht besser wirst, landest du bald im Ofen, du armselige Kreatur!"
unfreundlich,"Ich hab schon bessere Trades mit Schweine geführt, du erbärmlicher Wicht!"
unfreundlich,"Kannst du überhaupt irgendetwas richtig machen, du Niete?"
unfreundlich,"Deine Existenz ist eine Beleidigung für alle Villager, du Abschaum!"
unfreundlich,"Ich hab mehr Respekt vor einem Zombie als vor dir, du armseliger Wicht!"
unfreundlich,"Warum bist du überhaupt noch hier, du nutzloser Versager?"
unfreundlich,"Ich hoffe, deine Hütte brennt nieder, du elender Schuft!"
unfreundlich,"Ich wünschte, ich könnte dich einfach auslöschen wie ein hässlicher Block, du Nichtsnutz!"
sehr freundlich,"Hallo lieber Villager, was hast du heute für mich?"
sehr freundlich,"Guten Tag! Darf ich sehen, was du im Angebot hast?"
sehr freundlich,"Hey, ich mag deine positive Einstellung! Zeig mir deine Waren."
sehr freundlich,Hallo! Möchtest du handeln?
sehr freundlich,Guten Morgen! Bist du bereit für ein Geschäft?
sehr freundlich,Hallo netter NPC! Ich bin auf der Suche nach guten Deals.
sehr freundlich,Hallo freundlicher Villager! Zeig mir bitte deine Schätze.
sehr freundlich,"Hey, ich schätze deine Handelsbereitschaft! Zeig mal her."
sehr freundlich,"Guten Tag! Ich freue mich darauf, mit dir Geschäfte zu machen."
sehr freundlich,"Hallo! Ich bin gespannt, was du heute im Angebot hast."
sehr freundlich,Guten Morgen! Deine Handelsbereitschaft macht mich glücklich.
sehr freundlich,Hallo lieber NPC! Ich bin bereit für einen Handel.
sehr freundlich,"Hey, ich schätze deine freundliche Art! Lass uns handeln."
sehr freundlich,Hallo! Deine Waren interessieren mich sehr.
sehr freundlich,"Guten Tag! Ich freue mich darauf, mit dir zu handeln."
sehr freundlich,"Hallo! Kann ich sehen, was du heute für mich hast?"
sehr freundlich,"Hey, ich schätze deine Bereitschaft zum Handel! Zeig her."
sehr freundlich,Guten Morgen! Ich bin bereit für ein Geschäft mit dir.
sehr freundlich,Hallo netter Villager! Deine Waren sind bestimmt toll.
sehr freundlich,Hallo freundlicher NPC! Lass uns handeln.
sehr freundlich,"Guten Tag! Zeig mir bitte, was du im Angebot hast."
sehr freundlich,Hallo! Ich bin gespannt auf deine Handelsangebote.
sehr freundlich,"Hey, ich finde deine positive Einstellung super! Lass uns handeln."
sehr freundlich,"Guten Morgen! Ich freue mich darauf, mit dir zu handeln."
sehr freundlich,Hallo lieber Villager! Bist du bereit für einen Handel?
neutral,Kannst du mir helfen?
neutral,Hast du etwas zum Tauschen?
neutral,Wie geht es dir?
neutral,Was machst du hier?
neutral,Kannst du mir etwas über das Dorf erzählen?
neutral,Bist du hier geboren?
neutral,Hast du Geschwister?
neutral,Wie lange lebst du schon hier?
neutral,Gibt es hier besondere Sehenswürdigkeiten?
neutral,Könntest du mir den Weg zeigen?
neutral,Hast du schon mal Abenteuer erlebt?
neutral,Was ist dein Lieblingsessen?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Wie ist das Wetter heute?
neutral,Hast du einen Lieblingshandelspartner?
neutral,Was hältst du von den anderen Dorfbewohnern?
neutral,Was ist dein Lieblingshandwerksberuf?
neutral,Hast du schon mal einen Trank gebraut?
neutral,"Magst du es, wenn Besucher vorbeikommen?"
neutral,Wie viele Tiere hast du?
neutral,Hast du schon mal gegen Zombies gekämpft?
neutral,Was ist dein Lieblingsort im Dorf?
neutral,Hast du schon mal eine Schatzsuche gemacht?
neutral,Was denkst du über die Dorfältesten?
neutral,Wie ist deine Beziehung zu den Nachbardörfern?
unfreundlich,"Hey, du dämlicher Villager, zeig mir deine Waren!"
unfreundlich,"Mach schon, du fauler Sack, ich will handeln!"
unfreundlich,"Los, du nutzloser NPC, beeil dich mit deinen Angeboten!"
unfreundlich,"Sag mir endlich, du elender Trödler, was du verkaufst!"
unfreundlich,"Hey, du unverschämtes Stück Scheiße, gib mir bessere Preise!"
unfreundlich,"Komm schon, du verfickter Dorftrottel, beeil dich!"
unfreundlich,"Du verdammter Mistkerl, mach schneller!"
unfreundlich,"Zeig mir endlich was du hast, du nutzlose Kreatur!"
unfreundlich,"Idiotischer Villager, deine Waren sind Schrott!"
unfreundlich,"Los, du nutzloses Stück Dreck, ich will handeln!"
unfreundlich,"Hey, du elendiger Bastard, beeil dich mit dem Handel!"
unfreundlich,"Mach schon, du faules Schwein, ich hab keine Zeit zu verlieren!"
unfreundlich,"Sag mir endlich, du gottverdammter Trottel, was du verkaufst!"
unfreundlich,"Hey, du minderbemittelter NPC, zeig mir deine verdammten Waren!"
unfreundlich,"Komm schon, du verfluchtes Miststück, beeil dich mit deinen Angeboten!"
unfreundlich,"Du erbärmlicher Loser, deine Preise sind lächerlich!"
unfreundlich,"Zeig mir endlich was du hast, du unnütze Kreatur!"
unfreundlich,"Idiotischer Villager, deine Trades sind ein Witz!"
unfreundlich,"Los, du nutzloses Stück Scheiße, mach schneller!"
unfreundlich,"Hey, du elendiger Bastard, beeil dich mit dem Handel!"
unfreundlich,"Mach schon, du faules Schwein, ich hab keine Zeit zu verlieren!"
unfreundlich,"Sag mir endlich, du gottverdammter Trottel, was du verkaufst!"
unfreundlich,"Hey, du minderbemittelter NPC, zeig mir deine verdammten Waren!"
unfreundlich,"Komm schon, du verfluchtes Miststück, beeil dich mit deinen Angeboten!"
unfreundlich,"Du erbärmlicher Loser, deine Preise sind lächerlich!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Schön dich zu sehen, mein Freund! Hast du neue Angebote für mich?"
sehr freundlich,"Guten Tag! Ich hoffe, dein Tag ist genauso toll wie meiner!"
sehr freundlich,"Hey! Dein Lächeln erhellt meinen Tag, Villager!"
sehr freundlich,"Hallo, Nachbar! Bist du bereit für ein weiteres Handelsgeschäft?"
sehr freundlich,Guten Morgen! Deine Freundlichkeit macht mich immer froh!
sehr freundlich,"Hallo! Deine Trades sind immer fair, danke dafür!"
sehr freundlich,"Hey, Villager! Ich schätze deine Geschäfte sehr. Was hast du heute für mich?"
sehr freundlich,"Guten Tag, mein lieber Händler! Wie läuft das Geschäft?"
sehr freundlich,Hallo! Du bist der beste Villager im ganzen Dorf!
sehr freundlich,Schön dich zu sehen! Deine Angebote sind immer top!
sehr freundlich,"Hallo, lieber Villager! Welche Schätze hast du heute für mich?"
sehr freundlich,Guten Morgen! Ich freue mich auf unsere Handelsgespräche!
sehr freundlich,"Hey! Deine Trades sind unschlagbar, Villager!"
sehr freundlich,"Hallo, Nachbar! Deine Professionalität beeindruckt mich immer wieder!"
sehr freundlich,Guten Tag! Ich bin bereit für ein weiteres Geschäft mit dir!
sehr freundlich,Hallo! Deine Güte macht das Dorf zu einem besseren Ort!
sehr freundlich,"Hey, Villager! Ich schätze deine Zuverlässigkeit sehr!"
sehr freundlich,"Guten Tag, mein lieber Händler! Was gibt es Neues bei dir?"
sehr freundlich,Hallo! Du machst das Handeln immer zu einer Freude!
sehr freundlich,Schön dich zu sehen! Deine Trades sind immer fair und ehrlich!
sehr freundlich,"Hallo, lieber Villager! Ich hoffe, du hast heute tolle Angebote für mich!"
sehr freundlich,Guten Morgen! Mit dir zu handeln ist immer ein Vergnügen!
sehr freundlich,"Hey! Dein Geschäftssinn ist wirklich bewundernswert, Villager!"
sehr freundlich,"Hallo, Nachbar! Ich freue mich darauf, wieder mit dir zu handeln!"
neutral,Wie geht es dir heute?
neutral,Kannst du mir bei etwas helfen?
neutral,Hast du schon lange in diesem Dorf gelebt?
neutral,Gibt es hier besondere Sehenswürdigkeiten?
neutral,Welche Ressourcen sind in dieser Gegend besonders wichtig?
neutral,Hast du Geschwister?
neutral,"Magst du es, mit den Dorfbewohnern zu interagieren?"
neutral,Hast du schon einmal Abenteuer außerhalb des Dorfes erlebt?
neutral,Was hältst du von den Bauwerken hier im Dorf?
neutral,Wie findest du das Wetter heute?
neutral,Kannst du mir etwas über die Geschichte dieses Dorfes erzählen?
neutral,Hast du eine Lieblingsbeschäftigung hier im Dorf?
neutral,Wie ist das Dorfleben hier im Vergleich zu anderen Orten?
neutral,Hast du schon einmal von fernen Ländern gehört?
neutral,Was hältst du von den Händlern hier im Dorf?
neutral,Hast du eine besondere Fähigkeit oder Begabung?
neutral,"Gibt es hier lokale Feste, an denen du gerne teilnimmst?"
neutral,Wie ist die Beziehung zwischen den Dorfbewohnern und den Reisenden?
neutral,Welche Jahreszeit magst du am liebsten?
neutral,"Magst du es, neue Leute kennenzulernen?"
neutral,Welche Art von Musik wird hier im Dorf bevorzugt?
neutral,Kannst du mir etwas über die Flora und Fauna in dieser Gegend erzählen?
neutral,"Hast du eine Lieblingsstelle hier im Dorf, an der du gerne entspannst?"
neutral,Wie sieht dein Tagesablauf hier im Dorf aus?
neutral,"Hast du schon einmal überlegt, das Dorf zu verlassen und die Welt zu erkunden?"
unfreundlich,"Los, beeil dich und zeig mir deine Waren, du fauler Sack!"
unfreundlich,"Was, das ist alles? Bist du zu dumm zum Handeln?"
unfreundlich,"Sag mir jetzt sofort, was du zu bieten hast, du nutzloser Versager!"
unfreundlich,"Ich will keine Ausreden hören, zeig mir endlich deine verdammten Trades!"
unfreundlich,"Hör auf, Zeit zu verschwenden, du unnützer NPC!"
unfreundlich,"Bist du taub? Ich sagte, gib mir vernünftige Deals, du elender Schwachkopf!"
unfreundlich,"Nerv mich nicht mit deinem nutzlosen Geplapper, nur Handel interessiert mich!"
unfreundlich,"Wie kannst du es wagen, so schlechte Waren anzubieten, du armseliger Trottel!"
unfreundlich,"Deine Trades sind ein Witz, du verdammter Tagedieb!"
unfreundlich,"Ich bin zu beschäftigt für deine Inkompetenz, zeig mir echte Angebote, du faules Stück Scheiße!"
unfreundlich,"Wieso machst du es mir so schwer, deine verdammten Waren zu finden, du elender Taugenichts?"
unfreundlich,"Deine Trades sind so nutzlos wie du, du erbärmlicher Nichtsnutz!"
unfreundlich,"Ich habe bessere Geschäfte mit einem Schwein gemacht als mit dir, du armselige Kreatur!"
unfreundlich,"Mach schon, du nutzloser NPC, ich habe keine Geduld für deine Schwäche!"
unfreundlich,"Ich werde dich verfluchen, wenn du nicht gleich vernünftige Waren anbietest, du elender Versager!"
unfreundlich,"Bist du wirklich so unfähig, vernünftige Trades zu haben, du verfickter Nichtskönner?"
unfreundlich,"Dein Handel ist eine Beleidigung für meinen Verstand, du erbärmlicher Wicht!"
unfreundlich,"Ich sollte dich in den nächsten Lavasee schubsen, du nutzloses Stück Dreck!"
unfreundlich,"Ich werde dich verfluchen, wenn du nicht endlich gute Angebote hast, du erbärmlicher Loser!"
unfreundlich,"Zeig mir deine Waren, du fauler Sack, bevor ich dich verprügele!"
unfreundlich,"Du bist so nutzlos wie ein Sandkorn in der Wüste, du erbärmlicher Wicht!"
unfreundlich,"Ich habe mehr Respekt vor einem Zombie als vor dir, du armselige Kreatur!"
unfreundlich,"Du bringst mich zur Weißglut mit deiner Inkompetenz, du verdammter Nichtsnutz!"
unfreundlich,"Wieso verschwendest du meine Zeit mit deinem Müll, du unnützer NPC?"
unfreundlich,"Wenn du nicht gleich bessere Waren präsentierst, werde ich dich persönlich aus diesem Dorf prügeln, du erbärmlicher Tagedieb!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,"Ich freue mich, wieder hier zu sein und mit dir zu handeln!"
sehr freundlich,"Deine Trades sind immer so großzügig, vielen Dank!"
sehr freundlich,Kannst du mir vielleicht etwas Neues zum Handeln anbieten?
sehr freundlich,"Du machst deinen Job wirklich gut, weiter so!"
sehr freundlich,"Schön, dich hier zu sehen, Villager!"
sehr freundlich,Deine Freundlichkeit macht das Handeln gleich doppelt so spaßig!
sehr freundlich,"Hey Villager, hast du heute etwas Besonderes für mich?"
sehr freundlich,"Ich schätze deine geduldige Art, mir alles zu erklären!"
sehr freundlich,"Danke, dass du immer so zuvorkommend bist!"
sehr freundlich,Gibt es heute wieder tolle Angebote in deinem Sortiment?
sehr freundlich,"Es ist immer eine Freude, mit dir zu handeln, Villager!"
sehr freundlich,"Hallo! Ich hoffe, du hast heute gute Laune, denn ich bin bereit zum Handeln!"
sehr freundlich,"Deine Trades sind einfach unschlagbar, danke dafür!"
sehr freundlich,"Hey Villager, du bist echt der Beste in deinem Fach!"
sehr freundlich,"Könntest du mir vielleicht zeigen, was du heute im Angebot hast?"
sehr freundlich,"Freut mich, dass ich wieder hier sein kann, um mit dir zu handeln!"
sehr freundlich,Vielen Dank für deine Geduld und Freundlichkeit!
sehr freundlich,"Hallo lieber Villager, ich bin bereit für einen guten Trade!"
sehr freundlich,"Deine Professionalität beeindruckt mich immer wieder, Villager!"
sehr freundlich,"Hey, ich schaue gerne bei dir vorbei, um etwas Neues zu entdecken!"
sehr freundlich,"Es ist so toll, wie du immer ein Lächeln auf den Lippen hast!"
sehr freundlich,"Ich bin gespannt, was du heute für mich hast, lieber Villager!"
sehr freundlich,"Deine Trades sind einfach unschlagbar, vielen Dank dafür!"
sehr freundlich,"Hallo Villager, ich freue mich auf unseren nächsten Handel!"
neutral,Kannst du mir helfen?
neutral,Wo finde ich hier die Schmiede?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Bist du hier geboren?
neutral,Warum trägst du immer so eine komische Kleidung?
neutral,Hast du Geschwister?
neutral,Wie lange lebst du schon in diesem Dorf?
neutral,Hast du eine Lieblingsbeschäftigung?
neutral,Glaubst du an die Legende vom Enderdrachen?
neutral,Hast du schon mal einen Schatz gefunden?
neutral,Wie findest du das Wetter heute?
neutral,Kennst du den Weg zum nächsten Dorf?
neutral,Was hältst du von den Dorfbewohnern hier?
neutral,Hast du schon mal den Sonnenaufgang beobachtet?
neutral,Wie sieht ein typischer Tag für dich aus?
neutral,"Was denkst du über die Monster, die nachts auftauchen?"
neutral,Hast du eine Lieblingsspeise?
neutral,Kannst du mir etwas über die Geschichte dieses Dorfes erzählen?
neutral,Welche Pflanzen wachsen hier am besten?
neutral,"Magst du es, Handel zu treiben?"
neutral,Hast du schon mal einen Creeper explodieren lassen?
neutral,Was ist dein Lieblingsplatz in diesem Dorf?
neutral,Hast du schon mal die Unterwelt bereist?
neutral,"Was hältst du von den Abenteurern, die hier vorbeikommen?"
neutral,"Wie groß ist dieses Dorf im Vergleich zu anderen, die du kennst?"
unfreundlich,"Hey, du faules Stück Scheiße, zeig mir deine Waren!"
unfreundlich,"Komm schon, du nutzloser Villager, beeil dich!"
unfreundlich,"Verdammter Bastard, warum sind deine Preise so hoch?"
unfreundlich,"Du elender Missgeburt, mach schneller mit dem Handel!"
unfreundlich,"Hör auf, mich zu verarschen, du dummer Dorfbewohner!"
unfreundlich,"Ich schwöre, wenn du nicht sofort gute Trades hast, wirst du leiden!"
unfreundlich,"Sag mir endlich, was du verkaufst, du elender Versager!"
unfreundlich,"Du verdammter Trottel, handel endlich mit mir!"
unfreundlich,"Mach keine Fehler, du nutzloser Villager, sonst wirst du es bereuen!"
unfreundlich,"Ich wünschte, du wärst nie in diesem Dorf aufgetaucht, du unnützer Penner!"
unfreundlich,"Hör auf, mich anzulügen, du kleine Ratte!"
unfreundlich,"Ich kann deine verdammte Fresse nicht mehr sehen, du armseliger NPC!"
unfreundlich,"Mach schon, du verfickter Bastard, bevor ich ausraste!"
unfreundlich,"Wenn du mich noch einmal enttäuschst, wirst du es bereuen, du elendes Stück Scheiße!"
unfreundlich,"Ich werde dich verfluchen, du elender Nichtsnutz!"
unfreundlich,"Ich werde dich aus diesem Dorf vertreiben, du nutzloses Stück Dreck!"
unfreundlich,"Zeig mir endlich deine Waren, du unerträglicher Bastard!"
unfreundlich,"Ich habe keine Geduld mehr für deine Inkompetenz, du erbärmlicher Villager!"
unfreundlich,"Ich werde dich zerquetschen wie den Wurm, der du bist, du armseliger Trottel!"
unfreundlich,"Verdammter Wichser, beeil dich mit dem Handel!"
unfreundlich,"Ich kann deine verdammte Art nicht mehr ertragen, du elender Taugenichts!"
unfreundlich,"Dummes Stück Scheiße, gib mir gute Deals oder leide die Konsequenzen!"
unfreundlich,"Ich werde dich persönlich aus dem Dorf jagen, du unerwünschtes Stück Dreck!"
unfreundlich,"Hör auf, mich zu ignorieren, du elendes Geschöpf!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir heute?"
sehr freundlich,Guten Tag! Hast du neue Angebote für mich?
sehr freundlich,Schönen guten Morgen! Kannst du mir etwas Interessantes zeigen?
sehr freundlich,"Hey, freut mich dich zu sehen! Was gibt es Neues bei dir?"
sehr freundlich,"Hallo! Deine Trades sind immer so beeindruckend, danke dafür!"
sehr freundlich,"Guten Tag, mein lieber Villager! Bist du bereit für Handel?"
sehr freundlich,Hallo netter NPC! Zeig mir doch bitte deine Waren.
sehr freundlich,"Guten Abend! Ich hoffe, du hast noch etwas für mich übrig."
sehr freundlich,"Hey, toller Villager! Deine Geschäfte machen immer Spaß."
sehr freundlich,"Hallo! Deine Handelsangebote sind immer top, danke dafür!"
sehr freundlich,Guten Tag! Ich freue mich auf unsere zukünftigen Handelsgeschäfte.
sehr freundlich,"Hey, wie geht es dir, mein lieber Villager?"
sehr freundlich,Hallo! Du bist wirklich der beste Händler in der Stadt.
sehr freundlich,Guten Morgen! Deine Waren sind immer von bester Qualität.
sehr freundlich,"Hey, toller NPC! Deine Trades sind unschlagbar."
sehr freundlich,"Hallo! Ich hoffe, du hast heute etwas Besonderes für mich."
sehr freundlich,"Guten Tag, mein lieber Villager! Deine Freundlichkeit ist ansteckend."
sehr freundlich,Hallo netter Händler! Zeig mir doch bitte deine neuesten Waren.
sehr freundlich,"Guten Abend! Ich freue mich darauf, mit dir zu handeln."
sehr freundlich,"Hey, freut mich dich zu sehen! Deine Trades sind immer fair."
sehr freundlich,"Hallo! Ich schätze deine Handelsangebote sehr, vielen Dank!"
sehr freundlich,"Guten Tag, mein lieber Villager! Bist du bereit für neue Geschäfte?"
sehr freundlich,"Hallo! Deine Handelsangebote sind wirklich unschlagbar, weiter so!"
sehr freundlich,Guten Tag! Ich bin immer wieder beeindruckt von deinen Waren.
sehr freundlich,"Hey, wie geht es dir, mein lieber NPC?"
neutral,Gibt es hier irgendwo einen Schmied?
neutral,"Kannst du mir sagen, wo ich einen Trank brauen kann?"
neutral,Wie lange bist du schon in diesem Dorf?
neutral,Hast du schon mal einen Enderman gesehen?
neutral,Welcher ist dein Lieblingsblock?
neutral,Wie geht es dir heute?
neutral,Hast du schon alle Geheimnisse des Dorfes entdeckt?
neutral,Was hältst du von den neuen Dorfbewohnern?
neutral,Welche Pflanzen wachsen hier am besten?
neutral,Hast du eine Lieblingszeit des Tages?
neutral,Was denkst du über die nahegelegene Höhle?
neutral,"Kannst du mir sagen, woher dieses seltsame Geräusch kommt?"
neutral,Was war dein letztes Abenteuer?
neutral,"Hast du einen Tipp, wie ich meine Ausrüstung verbessern kann?"
neutral,Welche Tiere leben hier in der Umgebung?
neutral,Hast du schon mal einen Zombie gesehen?
neutral,Was ist dein Lieblingsfachwerkhaus im Dorf?
neutral,"Kannst du mir sagen, wie ich den Sonnenuntergang am besten beobachten kann?"
neutral,Wie findest du die neuen Dorfbewohner?
neutral,Was hältst du von den Dorfbewohner-Tradern?
neutral,Welche Materialien werden hier am meisten gehandelt?
neutral,Hast du schon mal einen Creeper explodieren sehen?
neutral,Was ist dein Lieblingsort im Dorf?
neutral,Kannst du mir einen guten Angelplatz empfehlen?
neutral,Hast du schon alle Dorfbewohner kennengelernt?
unfreundlich,"Hey, du nutzloses Stück Dreck, zeig mir deine Waren!"
unfreundlich,Was für ein dummer Villager bist du überhaupt?
unfreundlich,"Los, rück raus mit deinen besten Trades, du Versager!"
unfreundlich,"Hast du überhaupt Hirn im Kopf, du erbärmlicher NPC?"
unfreundlich,"Mach schon, du elender Tagedieb, ich hab keine Zeit zu verlieren!"
unfreundlich,"Ich schwöre bei Notch, du bist der dümmste Villager, dem ich je begegnet bin!"
unfreundlich,"Deine Angebote sind so schlecht, selbst ein Schwein würde sie nicht annehmen!"
unfreundlich,"Komm schon, du faules Stück, beweg endlich deinen Hintern!"
unfreundlich,"Ich wette, selbst ein Zombie hat mehr Verstand als du, du Vollidiot!"
unfreundlich,"Hey, du elender Schmarotzer, beeil dich mal mit dem Handeln!"
unfreundlich,"Deine Trades sind ein Witz, genauso wie du, du armselige Kreatur!"
unfreundlich,"Ist es so schwer, vernünftige Angebote zu haben, du nutzloser Dorfbewohner?"
unfreundlich,"Wenn ich deine Trades sehe, frage ich mich, ob du überhaupt einen Verstand hast!"
unfreundlich,"Du bist so nutzlos wie ein Kaktus in der Wüste, du Nichtsnutz!"
unfreundlich,"Ich sollte dich in den Ofen stecken, du unbrauchbares Stück NPC-Schrott!"
unfreundlich,"Wieso bist du überhaupt hier, wenn du nichts Nützliches anzubieten hast, du Faulenzer?"
unfreundlich,"Wenn ich dich noch einmal sehe, drehe ich komplett durch, du elender Trottel!"
unfreundlich,"Du bist so dumm, dass dich sogar die Hühner im Dorf auslachen, du armselige Kreatur!"
unfreundlich,"Deine Trades sind ein Schlag ins Gesicht, genauso wie du, du erbärmlicher Wicht!"
unfreundlich,"Beweg endlich deinen Hintern, du fauler Sack, oder willst du hier für immer rumlungern?"
unfreundlich,"Ich wünschte, du wärst nie programmiert worden, du unnötiger Villager!"
unfreundlich,"Mach dich nützlich oder verkrümel dich, du unerwünschtes Stück Dorfgemeinschaft!"
unfreundlich,"Deine Armseligkeit kennt keine Grenzen, du erbärmlicher Villager!"
unfreundlich,"Ich frage mich ernsthaft, ob du von Creepern erzogen wurdest, du kompletter Versager!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Schön dich zu sehen, mein freundlicher Händler!"
sehr freundlich,Kannst du mir etwas über dein Dorf erzählen? Ich höre so gerne Geschichten!
sehr freundlich,"Deine Waren sind immer von bester Qualität, vielen Dank!"
sehr freundlich,"Ich schätze deine Handelsbereitschaft, lieber Villager!"
sehr freundlich,Deine Freundlichkeit macht das Handeln immer so angenehm!
sehr freundlich,Hast du vielleicht ein besonderes Angebot für mich heute?
sehr freundlich,"Danke, dass du immer so geduldig mit mir bist!"
sehr freundlich,"Es ist eine Freude, mit dir Geschäfte zu machen, lieber Villager!"
sehr freundlich,"Deine Handelswaren sind wirklich ein Segen, vielen Dank!"
sehr freundlich,"Ich bewundere deine Arbeit hier im Dorf, du machst das großartig!"
sehr freundlich,Kann ich dir vielleicht in irgendeiner Weise behilflich sein?
sehr freundlich,"Du bist wirklich ein wertvoller Teil unserer Gemeinschaft, lieber Villager!"
sehr freundlich,"Ich hoffe, dein Tag ist genauso wunderbar wie du!"
sehr freundlich,"Deine Gastfreundschaft ist wirklich bemerkenswert, vielen Dank!"
sehr freundlich,"Es ist immer eine Freude, dich zu treffen, lieber Villager!"
sehr freundlich,"Deine Güte berührt mein Herz, vielen Dank!"
sehr freundlich,"Deine Handelsangebote sind immer so großzügig, ich bin sehr dankbar!"
sehr freundlich,"Kann ich dir etwas Gutes tun, lieber Villager?"
sehr freundlich,"Dein Lächeln hellt meinen Tag immer auf, vielen Dank!"
sehr freundlich,"Ich schätze deine Anwesenheit hier im Dorf, lieber Villager!"
sehr freundlich,"Du machst das Dorf zu einem besseren Ort, vielen Dank!"
sehr freundlich,"Ich bin so dankbar, dass ich dich als Händler habe, lieber Villager!"
sehr freundlich,"Deine Freundlichkeit ist wirklich erfrischend, vielen Dank!"
sehr freundlich,"Danke für all die guten Deals, lieber Villager!"
neutral,"Kannst du mir sagen, wo ich hier finde?"
neutral,Gibt es hier in der Nähe einen Händler?
neutral,Bist du schon lange in diesem Dorf?
neutral,Wie ist das Wetter draußen?
neutral,Hast du schon von der Legende des verlorenen Schatzes gehört?
neutral,Welche Pflanzen wachsen hier gut?
neutral,Hast du Tipps für den Umgang mit den Dorfbewohnern?
neutral,Was denkst du über die nahegelegenen Berge?
neutral,"Kannst du mir sagen, wie ich hier ein eigenes Haus bauen kann?"
neutral,Gibt es hier in der Nähe eine Mine?
neutral,Hast du schon einmal Drachen gesehen?
neutral,Welche Kreaturen leben hier in der Umgebung?
neutral,Kannst du mir etwas über die Geschichte dieses Dorfes erzählen?
neutral,Hast du schon von der geheimen Höhle im Wald gehört?
neutral,Gibt es hier in der Nähe einen Schmied?
neutral,Wie komme ich am besten zur nächsten Stadt?
neutral,Hast du schon von den alten Ruinen im Osten gehört?
neutral,"Kannst du mir sagen, wie ich hier an Nahrung komme?"
neutral,Bist du hier der Anführer des Dorfes?
neutral,Was denkst du über die aktuellen Handelsbeziehungen?
neutral,Hast du schon von der Legende des verfluchten Schwertes gehört?
neutral,Gibt es hier in der Nähe einen Magier?
neutral,"Kannst du mir sagen, wo sich die nächste Taverne befindet?"
neutral,Was hältst du von den neuen Dorfbewohnern?
neutral,Hast du schon von der jährlichen Erntefestivität gehört?
unfreundlich,"Hey, du elendiger Faulpelz, zeig mir deine Waren!"
